target_atr,stop_atr,hold,rr,setup,n,win_rate,r_mean,r_ci_lo,r_ci_hi,edge_vs_control
3.0,1.0,10,3.0,oversold_bounce,14270,0.13433777154870358,0.08605430952881966,-0.006970196761328585,0.19151604001565042,0.04284459849891948
3.0,1.0,10,3.0,high_52w_momo,102108,0.1319289379872292,-0.06131862050400924,-0.10019298847209045,-0.020388224493052658,-0.10452833153390942
3.0,1.0,10,3.0,any_liquid,112903,0.1358334145239719,0.043209711029900184,0.0016211534931609563,0.0819129159110185,0.0
3.0,1.0,20,3.0,breakout_20d,16238,0.21184874984604016,-0.0462485836949229,-0.1018057687998106,0.013084568292090672,-0.11480512383085673
3.0,1.0,20,3.0,pullback_uptrend,161215,0.2406475824209906,0.07516928647149185,0.014878200408171517,0.1352638302624081,0.006612746335558015
3.0,1.0,20,3.0,tight_flag,214638,0.24936870451644164,0.05012945950348141,-0.010043782953940969,0.11601862801503064,-0.018427080632452422
3.0,1.0,20,3.0,oversold_bounce,14270,0.22775052557813594,0.09389866332883298,-0.008317999351496028,0.21087929844757616,0.02534212319289915
3.0,1.0,20,3.0,high_52w_momo,102108,0.21492929055509852,-0.03749594502087604,-0.08585072567486844,0.014258102154382599,-0.10605248515680987
3.0,1.0,20,3.0,any_liquid,112903,0.22997617423806277,0.06855654013593383,0.01577893880161556,0.1175057762331305,0.0
3.0,1.5,5,2.0,breakout_20d,16238,0.06601798251016135,-0.04437397416669195,-0.0736126505383809,-0.01582913136619653,-0.06268895203753677
3.0,1.5,5,2.0,pullback_uptrend,161215,0.0582576063021431,0.030288769803148326,0.00044769614426859217,0.06067089786881185,0.0119737919323035
3.0,1.5,5,2.0,tight_flag,214638,0.0726479001854285,0.017543238745088154,-0.011611800061277102,0.04880333831380322,-0.0007717391257566729
3.0,1.5,5,2.0,oversold_bounce,14270,0.059285213735108616,0.07837402841110366,0.02793412732516649,0.13644797000477188,0.06005905054025884
3.0,1.5,5,2.0,high_52w_momo,102108,0.06376581658635955,-0.04106020305659019,-0.06410159695142542,-0.017397276114308552,-0.05937518092743502
3.0,1.5,5,2.0,any_liquid,112903,0.054816966776790696,0.018314977870844826,-0.004334839218623198,0.04028015908463488,0.0
3.0,1.5,10,2.0,breakout_20d,16238,0.15322084000492672,-0.032185045788986795,-0.07219982970583559,0.00984430398995966,-0.07779800964169489
3.0,1.5,10,2.0,pullback_uptrend,161215,0.16567316937009582,0.05116621362295377,0.0072772984788622725,0.0949854078609742,0.005553249770245662
3.0,1.5,10,2.0,tight_flag,214638,0.18853604673916083,0.0402165458221718,-0.004026761718038001,0.08896247225327118,-0.005396418030536303
3.0,1.5,10,2.0,oversold_bounce,14270,0.15339873861247372,0.08469838557212425,0.0048530754389777084,0.17047117650060215,0.03908542171941615
3.0,1.5,10,2.0,high_52w_momo,102108,0.15156500959768088,-0.02606111158873218,-0.05963286387851887,0.008267432666838754,-0.07167407544144028
3.0,1.5,10,2.0,any_liquid,112903,0.15302516319318352,0.045612963852708105,0.011310113758158869,0.07989025265327655,0.0
3.0,1.5,20,2.0,breakout_20d,16238,0.2622244118733834,-0.01307020519629016,-0.06303382339098887,0.037851670972986896,-0.08978745744718541
3.0,1.5,20,2.0,pullback_uptrend,161215,0.2938870452501318,0.07739332725695457,0.023394348673763228,0.13169993357213833,0.0006760750060593179
3.0,1.5,20,2.0,tight_flag,214638,0.31166894958022345,0.06451508737285973,0.008892949697395352,0.12592770487783764,-0.01220216487803552
3.0,1.5,20,2.0,oversold_bounce,14270,0.27498248072880166,0.10295957480681323,0.011888094908720457,0.20566099887646833,0.026242322555917977
3.0,1.5,20,2.0,high_52w_momo,102108,0.2684412582755514,-2.386388020214738e-05,-0.04407636797164535,0.04661325516157487,-0.0767411161310974
3.0,1.5,20,2.0,any_liquid,112903,0.2806479898674083,0.07671725225089525,0.030096448373047743,0.12253863774145929,0.0
